"id","submitdate","lastpage","startlanguage","seed","PERBG1","PERBG1_other","PERBG2","PERBG3","PERBG3_other","PERBG3ING","PERBG3ING_other","PERBG3GEO","PERBG3GEO_other","PERBG3MATH","PERBG3MATH_other","PERBG3PHYS","PERBG3PHYS_other","PERBG3LIFE","PERBG3LIFE_other","PERBG3BIO","PERBG3BIO_other","PERBG3MED","PERBG3MED_other","PERBG3AGRI","PERBG3AGRI_other","PERBG3PSYCH","PERBG3PSYCH_other","PERBG3CHEM","PERBG3CHEM_other","PERBG4","PERBG6","PERBG6_other","PERBG8","RSDP1_1A2","RSDP1_3A4","RSDP1b_1","RSDP1c_1","RSDP1c_2","RSDP1c_3","RSDP1c_4","RSDP1c_5","RSDP1c_6","RSDP1c_7","RSDP1c_8","RSDP1c_9","RSDP1c_10","RSDP1c_11","RSDP1c_other","RSDP3_1","RSDP3_10","RSDP3_11","RSDP3_12","RSDP3_13","RSDP3_14","RSDP3_15","RSDP3_2","RSDP3_3","RSDP3_4","RSDP3_5","RSDP3_6","RSDP3_7","RSDP3_8","RSDP3_9","RSDP3_other","RSDP7","RDMPR10_1","RDMPR10_2","RDMPR10_3","DTPUB6_1","DTPUB1b_1","DTPUB1b_2","DTPUB1b_3","DTPUB1b_other","DTPUB5_1","DTPUB5_2","DTPUB5_3","DTPUB5_4","DTPUB5_5","DTPUB3_1","DTPUB3_2","DTPUB3_3","DTPUB3_4","DTPUB3_5","DTPUB3_6","DTPUB3_7","DTPUB3_other","DTPUB4a_0","DTPUB4a_1","DTPUB4a_2","DTPUB4a_3","DTPUB4a_4","DTPUB4a_5","DTPUB4a_6","DTPUB4a_7","DTPUB4a_other","DTPUB4b_0","DTPUB4b_1","DTPUB4b_2","DTPUB4b_3","DTPUB4b_4","DTPUB4b_5","DTPUB4b_6","DTPUB4b_7","DTPUB4b_other","RSDP10","RDMPR1_0","RDMPR1_1","RDMPR1_2","RDMPR1_3","RDMPR1_other","RDMPR3_0","RDMPR3_1","RDMPR3_2","RDMPR3_3","RDMPR3_other","RDMPR7_2","RDMPR7_3","RDMPR7_4","RDMPR7_5","RDMPR7_6","RDMPR7_7","RDMPR7_8","RDMPR7_9","RDMPR7_other","RDMPR8_2","RDMPR8_3","RDMPR8_4","RDMPR8_5","RDMPR8_6","RDMPR8_7","RDMPR8_8","RDMPR8_9","RDMPR8_10","RDMPR9_2","RDMPR9_3","RDMPR9_4","RDMPR9_5","RDMPR9_6","RDMPR9_7","RDMPR9_8","RDMPR9_9","RDMPR9_10","DTPUB7_0","DTPUB7_1","DTPUB7_21","DTPUB7_22","DTPUB7_23","DTPUB7_24","DTPUB7_31","DTPUB7_32","DTPUB7_33","DTPUB7_41","DTPUB7_42","DTPUB7_43","DTPUB7_44","DTPUB7_51","DTPUB7_52","DTPUB7_61","DTPUB7_62","DTPUB7_71","DTPUB7_72","DTPUB7_81","DTPUB7_82","DTPUB7_83","DTPUB7_91","DTPUB7_92","DTPUB7_93","DTPUB7_other","RDMPR4","RDMPR5","RDMPR6_1","RDMPR6_13","RDMPR6_14","RDMPR6_15","RDMPR6_16","RDMPR6_17","RDMPR6_18","RDMPR6_19","RDMPR6_2","RDMPR6_20","RDMPR6_21","RDMPR6_22","RDMPR6_23","RDMPR6_24","RDMPR6_3","RDMPR6_4","RDMPR6_26","RDMPR6_other","RDMPR12_0","RDMPR12_1","RDMPR12_2","RDMPR12_3","RDMPR12_4","RDMPR12_5","RDMPR12_6","RDMPR12_other","RDMPR11_0","RDMPR11_1","RDMPR11_4","RDMPR11_5","RDMPR11_6","RDMPR11_7","RDMPR11_8","RDMPR11_9","RDMPR11_other","SERVC1_0","SERVC1_1","SERVC1_2","SERVC1_3","SERVC1_4","SERVC1_5","SERVC1_6","SERVC1_7","SERVC1_8","SERVC1_9","SERVC1_other","SERVC2_1","SERVC2_2","SERVC2_3","SERVC2_4","SERVC2_5","SERVC2_6","SERVC3","interviewtime","groupTime201","PERBG1Time","PERBG2Time","PERBG3Time","PERBG3INGTime","PERBG3GEOTime","PERBG3MATHTime","PERBG3PHYSTime","PERBG3LIFETime","PERBG3BIOTime","PERBG3MEDTime","PERBG3AGRITime","PERBG3PSYCHTime","PERBG3CHEMTime","PERBG4Time","PERBG6Time","PERBG8Time","groupTime202","RSDP1Time","RSDP1bTime","RSDP1cTime","RSDP3Time","RSDP7Time","RDMPR10Time","groupTime203","DTPUB6Time","DTPUB1bTime","DTPUB5Time","DTPUB3Time","DTPUB4aTime","DTPUB4bTime","RSDP10Time","groupTime204","RDMPR1Time","RDMPR3Time","RDMPR7Time","RDMPR8Time","RDMPR9Time","DTPUB7Time","RDMPR4Time","RDMPR5Time","RDMPR6Time","RDMPR12Time","RDMPR11Time","groupTime205","SERVC1Time","SERVC2Time","SERVC3Time","PERBG7","RSDP2_6","RSDP2_1","RSDP2_2","RSDP2_3","RSDP2_5","RSDP2_other","RSDP2b_7_1","RSDP2b_7_2","RSDP2b_7_3","RSDP2b_1-1","RSDP2b_1-2","RSDP2b_1-3","RSDP2b_2-1","RSDP2b_2-2","RSDP2b_2-3","RSDP2b_3-1","RSDP2b_3-2","RSDP2b_3-3","RSDP2b_5-1","RSDP2b_5-2","RSDP2b_5-3","RSDP2b_6-1","RSDP2b_6-2","RSDP2b_6-3","RSDP4","RSDP8","RSDP11","RDMPR6_10","RDMPR6_11","RDMPR6_12","RDMPR6_5","RDMPR6_6","RDMPR6_7","RDMPR6_8","RDMPR6_9","RDMPR6_25","groupTime220","PERBG7Time","groupTime221","RSDP2Time","RSDP2bTime","RSDP4Time","RSDP8Time","RSDP11Time","groupTime222","groupTime223","groupTime224","groupTime226","groupTime227","groupTime228","groupTime229","groupTime230","RSDP2_4","RSDP2b_4-1","RSDP2b_4-2","RSDP2b_4-3","groupTime211","groupTime212","groupTime213","groupTime214","groupTime215","groupTime191","groupTime192","groupTime193","groupTime194","groupTime195","groupTime206","groupTime207","groupTime208","groupTime209","groupTime210"
"490","","1","de","311187580","DLR","","5","4","","","","1","","","","","","","","","","","","","","","","","","1","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.46","","","","","","","","","","","","","","","","","","","","","","",""
"491","1980-01-01 00:00:00","5","de","711464506","DLR","","5","7","","","","","","","","9","","","","","","","","","","","","","","5","4","","2","5","2","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","Y","","","","4","Fortran","RCE","","25","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","1","","Y","Y","","","","","","Y","","Y","","","","","","","","","2","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","Y","Y","","","2","2","1","1","3","2","","485.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.46","116.96","111.65","113.39","53.94","","","","","","","","","","","","","","","","","","",""
"492","1980-01-01 00:00:00","5","de","1567272114","DLR","","5","7","","","","","","","","9","","","","","","","","","","","","","","2","2","","1","5","2","","","","","","","","","","","","","","Y","","Y","","","","Y","","","","","","","","","","6","Modellsimulationen (Fortran Code)","Git + Gitlab","Skripte zur Auswertung (v.a. Python)","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ich arbeite gerade an der Publizierung der Daten","1","","","Y","Y","","","","","Y","","Y","Y","Y","","","","","","","1","1","1","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","Y","","","Y","","","2","3","3","2","3","","","651.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.53","183.04","100.27","202.86","95.86","","","","","","","","","","","","","","","","","","",""
"493","1980-01-01 00:00:00","5","de","83980885","DLR","","5","7","","","","","","","","9","","","","","","","","","","","","","","4","4","","1","3","2","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","Y","","","zmx","6","Python 3.8","Notepad++","Zemax","10","Y","","","","","","","","","Y","","","","Y","","","Anforderungen des Journals","","","Y","Y","","Y","","","","","","","","","","","","","0","","Y","Y","","","","","","","Teilweise Dokumentiert im Quellcode","Y","Y","Y","","","","","","","2","1","2","","","","","","","3","1","2","","","","","","","","","Y","","Y","Y","","Y","Y","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","Y","","","","Y","","","Y","Y","","2","3","2","2","3","2","","790.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.52","270.38","108.01","240.62","80.17","","","","","","","","","","","","","","","","","","",""
"494","1980-01-01 00:00:00","5","de","698254521","DLR","","5","4","","","","1","","","","","","","","","","","","","","","","","","5","3","","3","5","1","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","6","","","","30","","Y","","","CERA Datenbank","","","","","Y","Y","","","Y","","","","","","Y","","","Y","Y","","","","","","","","","","","","1","","","Y","","","","Y","","Y","Sichern der Software inclusive der verwendeten Namelists und Konfiguration","","Y","","Y","","","","","","","1","","1","","","","","","","1","","2","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","Y","","Y","Y","Y","Y","","","Y","","3","3","2","2","3","2","","978.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.95","88.35","420.58","356.33","59.07","","","","","","","","","","","","","","","","","","",""
"495","1980-01-01 00:00:00","5","de","1359238992","DLR","","5","4","","","","1","","","","","","","","","","","","","","","","","","5","3","","2","5","2","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","5","Atmosphärenmodell EMAC","ferret","Python","0","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","1","","","Y","","","","","","Y","","","Y","Y","Y","","Y","","","","","1","2","2","","1","","","","","1","2","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","Y","","","","","","","","Y","","Y","Y","Y","","","","Y","","Y","","","","","","","Y","","Y","","","","","Y","","","3","3","1","","3","2","","580.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.09","186.16","127.17","167.58","51.58","","","","","","","","","","","","","","","","","","",""
"496","1980-01-01 00:00:00","5","de","2052788730","DLR","","5","4","","","","1","","","","","","","","","","","","","","","","","","4","3","","2","5","1","","","","","","","","","","","","","","","","Y","","","","Y","","Y","","","","","","","","4","cdo","python","","20","Y","","","","","","","","","Y","","","","Y","","","Vom Journal gefordert","","","Y","","","Y","","","","","","","","","","","","","1","","","Y","","","","","","Y","","Y","","","Y","","","Y","","","1","","","1","","","1","","","2","","","2","","","3","","","","","Y","","Y","Y","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","Y","","","","","Y","","Y","","","","Y","Y","","","3","3","2","3","3","1","","974.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6","337.45","408.47","101.07","39.97","","","","","","","","","","","","","","","","","","",""
"497","1980-01-01 00:00:00","5","de","1911660482","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","2","3","","1","2","2","","","","","","","","","","","","","","","","Y","","Y","","","","","","Y","","","","","","4","Blender","GOM ATOS Professional","Unity","75","","","","Kongress","","","","","","","","","Y","Y","Y","","","","","","","","","","","","","","","","","","","","","1","","","Y","","","","","","Y","","Y","","Y","","","","","","","1","","1","","","","","","","3","","3","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","Y","","Y","","","","","","","","","","","3","3","2","2","3","3","","425.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.75","107.38","86.67","169.8","26.35","","","","","","","","","","","","","","","","","","",""
"498","1980-01-01 00:00:00","5","en","561783580","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","2","3","","1","5","1","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","","","","2","python IDE","RCE","MS excel","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","0","","Y","Y","","","","","","Y","","","","Y","Y","","","","","","","","2","2","","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","Y","","","","","Y","Y","","3","2","2","1","2","2","","726.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.55","111.91","40.59","311.22","176.11","","","","","","","","","","","","","","","","","","",""
"499","1980-01-01 00:00:00","5","de","2102920418","DLR","","5","5","","","","","","","","","","5","","","","35.0","","","","","","","","5","-oth-","Gruppenleiter*in","2","1","1","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","Y","","4","Excel","SAS","PowerPoint","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Die Daten bleiben für uns wissenschaftlich wertvoll. Im Lauf der Jahre ergeben sich neue Forschungsfragen, die auch mit älteren Datensätzen noch beantwortet werden können.","1","","","Y","","","","Y","Y","Y","","Y","Y","Y","Y","Y","","","","","2","2","2","1","1","","","","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","","Leichtere Zusammenarbeit im Team","Y","","","","","","","","","Y","","","","","","","","","","","2","2","2","1","3","1","","902.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.88","166.17","225.24","288.95","76.4","","","","","","","","","","","","","","","","","","",""
"500","1980-01-01 00:00:00","5","de","1882566007","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","3","3","","1","5","2","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","","","","1","IntelliJ IDEA","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","0","","","Y","","","","","","Y","","","Y","Y","","Y","Y","","Y","","","2","2","","2","2","","2","","","3","3","","3","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","1","3","2","3","3","2","","561.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.11","167.85","53.8","253.31","53.47","","","","","","","","","","","","","","","","","","",""
"501","1980-01-01 00:00:00","5","en","1489513447","DLR","","5","2","","4","","","","","","","","","","","","","","","","","","","","5","3","","3","3","5","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Y","Y","","","","1","source code editor","","","90","Y","Y","","","Github","Zenodo","","","","","","","","Y","Y","","","","","","Y","","Y","Y","","","","","","","","","","","","","","","","Y","","","","","Y","","Y","","","Y","Y","Y","","","","1","","","2","1","1","","","","3","","","2","3","3","","","","","","Y","Y","Y","","","","","","","","","Y","","","Y","Y","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","Y","","2","3","2","2","3","2","","430.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.08","103.45","94.65","138.33","45.43","","","","","","","","","","","","","","","","","","",""
"502","1980-01-01 00:00:00","5","de","2138793929","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","5","3","","2","5","3","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","Y","","","","Y","","","","","","6","in-house codes THETA-SPRAYSIM","paraview","ansys meshing","10","Y","","","","","","","","","","","","","Y","Y","","","","","","Y","","Y","","Y","","","","","","","","","","","1","","Y","","","","","","","Y","","Y","","","","","","","","","2","","","","","","","","","3","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","3","3","2","3","3","3","","2088.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.44","1373.27","155.89","398.7","93.32","","","","","","","","","","","","","","","","","","",""
"503","1980-01-01 00:00:00","5","de","887396330","DLR","","5","7","","","","","","","","14","","","","","","","","","","","","","","5","3","","2","2","3","","","","","","","","","","","","","","","Y","","","","","","","Y","","Y","","","","","","4","IDL","Python","LAMMPS","10","","","","Supplemental Material beim Artikel direkt","","","","","","Y","","","","Y","","","","","","Y","","","Y","","","","","","","","","","","","","1","","","Y","","","","Y","","Y","","","Y","Y","Y","","","Y","","","","2","2","1","","","1","","","","3","2","3","","","3","","","","","","","","","Y","Y","","Y","Y","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Y","","","Y","","Y","","Y","","","2","3","2","2","3","2","","605.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.95","79.91","62.59","355.27","36.94","","","","","","","","","","","","","","","","","","",""
"504","","1","de","190944657","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","5","5","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.65","","","","","","","","","","","","","","","","","","","","","","",""
"505","","2","de","798084546","DLR","","5","2","","10","","","","","","","","","","","","","","","","","","","","2","3","","3","1","1","","","","","","","","","","","","","","Y","","Y","Y","","","","","","","Y","Y","Y","","","","2","Excel","Python","Word","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6389.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.11","6339.22","","","","","","","","","","","","","","","","","","","","","",""
"506","","-1","de","1347708148","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","5","5","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.45","8.03","","","","","","","","","","","","","","","","","","","","","",""
"507","1980-01-01 00:00:00","5","de","64597239","DLR","","5","7","","","","","","","","3","","","","","","","","","","","","","","5","4","","1","2","2","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","","1","python","simion","Labview","50","","Y","","","DLR HALO","","","","","","","","","","","","Reviewer hat darum gebeten","","","Y","Y","Y","Y","Y","Y","","","","","","","","","","","0","","Y","Y","Y","","","","","Y","","","","","","Y","","","","","","","","","2","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Y","Y","Y","Y","Y","Y","Y","","Y","","2","3","2","3","2","2","","1312.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.0","145.66","238.5","692.89","64.44","","","","","","","","","","","","","","","","","","",""
"508","","1","de","1763977347","DLR","","5","2","","10","","","","","","","","","","","","","","","","","","","","2","3","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.19","","","","","","","","","","","","","","","","","","","","","","",""
"509","1980-01-01 00:00:00","5","de","369305991","DLR","","5","7","","","","","","","","9","","","","","","","","","","","","","","4","4","","1","5","1","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","6","Eigens geschriebene Modelle (F90)","Python","NCL","10","Y","Y","","","Zenodo","","","","","Y","","","","Y","","","","","Y","Y","Y","Y","Y","","","","","","","","","","","","","1","","","Y","Y","","","","","Y","","Y","Y","Y","Y","","","","","","1","1","1","1","","","","","","1","1","2","2","","","","","","","","Y","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","Y","","","","","","","2","3","3","2","2","3","","360.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.95","73.9","93.2","98.67","32.47","","","","","","","","","","","","","","","","","","",""
"510","1980-01-01 00:00:00","5","de","1161251601","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","4","3","","2","5","1","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","","","Y","","","","4","TRACE","TecPlot","ICEMCFD","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","Y","","1","","Y","Y","","","","","Y","","Standardisierte Workflows mit beigefügtem Quellcode","Y","Y","","","","","","","","1","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","Vereinfachtes Arbeiten mit den Daten","","Y","","","Y","","","","","","Y","","Y","Y","Y","","","Y","","","3","3","2","3","3","2","","455.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.15","62.29","224.78","94.35","39.38","","","","","","","","","","","","","","","","","","",""
"511","1980-01-01 00:00:00","5","de","1339175275","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","5","3","","1","4","4","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","1","Matlab/Simulink","C++-Compiler","","10","","Y","","","","","","","","Y","Y","","","Y","","","","","Y","Y","Y","","","","","","","","","","","","","","","1","","","Y","","","","","","Y","","","","","","Y","","","","","","","","","1","","","","","","","","","3","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","Y","","","","Y","","","Y","","","2","","","","","","","496.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.02","148.02","138.23","131.23","43.1","","","","","","","","","","","","","","","","","","",""
"512","","1","de","65412427","DLR","","5","-oth-","vwl","","","","","","","","","","","","","","","","","","","","","5","3","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.17","","","","","","","","","","","","","","","","","","","","","","",""
"513","1980-01-01 00:00:00","5","de","600916015","DLR","","5","2","","1","","","","","","","","","","","","","","","","","","","","2","3","","1","3","1","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","2","","Y","","","","Y","","","","","Y","","","","Y","","","","","2","","","","2","","","","","3","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","3","3","2","","3","2","","413.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.34","72.25","83.41","142.86","78.04","","","","","","","","","","","","","","","","","","",""
